x,y,th1,th2,th3,xdot,ydot,th1dot,th2dot,th3dot
1.1362671983520098,-0.4304129949933479,0.05074805811122163,-1.371909779944681,3.1127378926793066,-0.006537503380493049,-0.009918425180975438,-0.008323590103971908,0.006851730622757492,0.01281415587860064
-0.1188404523670977,-0.2958984261915239,-2.275326503369778,-2.8000342607621374,-2.4236499990068614,-0.012088118141728766,0.003404435420804308,-0.007276803430633014,0.008868978613323666,-0.012375157618301293
0.14739176023022288,-0.23353592354099056,2.6906088280145095,-2.864802730658785,-1.2711860387523684,-0.0024821555533433705,-0.011535531243990383,-0.0018383736388377613,-0.011428428828753147,0.011283048614545335
1.5011691607079964,-1.387219412896225,-0.17319161140478379,-0.6598878552686691,-1.0560053802066176,0.02523939203837726,0.02222038042103715,0.01106719856033167,0.009672626661154489,-0.003926078631512033
-0.8339150953694361,1.2580805303994924,-2.955116167143887,-2.039186227342383,0.5437873976890306,0.0013147550906960376,0.01304397024665656,-0.01263805261612167,0.011974576359713423,-0.005590823739694181
0.951840199986321,-0.358492358480575,0.14151675172082845,-1.7440627198146816,-3.0970052644332022,1.968708268185663e-5,0.014526099666726897,0.014860612492066012,-0.010079670758711471,0.0005451613025987019
-0.2863760367528397,-0.5522221745097834,2.5149277459337807,2.240974777265065,1.2442898740614785,0.0035686842233392593,0.004339091712614367,-0.010908760755291066,0.009366752653978,-0.007684578423104988
-0.7985864919552716,-0.23967211327588933,-1.0429557922201371,-2.737023238963905,0.5817075524888891,-0.012951115475175601,-0.009662054690280896,-0.016207791033875128,0.014143998526320586,0.008386023307615644
1.8951528831741773,0.48873602930786514,0.8787454843815352,-1.460861306163008,1.1492050385667474,0.012930485854456794,-0.010174434256414955,-0.01045777569465477,0.012906414370667061,-0.015600279312925305
-1.753581542342988,0.6321177286179691,-2.7527730544445475,-1.620233482505476,1.0944789705016964,0.0015461382648648155,-0.012617686997550484,0.006770654144472733,-0.006608744586290733,0.012554150832105423
-0.3957419143659678,0.3044070989635964,2.3744504308206142,-3.1352507454335634,-3.023862642876747,-0.009736787071756065,-0.010016442502048653,0.0027924024162177263,-0.015051758760586417,0.01007740900081092
